Date,Price,Open,High,Low,Vol.,Change %
2018-07-03,6513.50,6618.60,6676.60,6513.50,150.19K,-1.60%
2018-07-04,6598.40,6513.80,6774.50,6442.30,143.04K,1.30%
2018-07-05,6546.50,6598.00,6693.60,6466.10,166.18K,-0.79%
2018-07-06,6617.70,6546.50,6638.20,6458.30,132.69K,1.09%
2018-07-07,6765.50,6617.70,6805.90,6531.10,114.57K,2.23%
2018-07-08,6714.80,6765.40,6784.00,6694.30,267.60K,-0.75%
2018-07-09,6667.10,6715.10,6793.80,6637.70,289.48K,-0.71%
2018-07-10,6307.20,6668.40,6686.80,6291.50,315.27K,-5.40%
2018-07-11,6389.10,6307.20,6409.70,6296.60,243.82K,1.30%
2018-07-12,6250.60,6389.10,6389.40,6088.80,289.24K,-2.17%
2018-07-13,6230.20,6250.80,6333.80,6144.50,233.22K,-0.33%
2018-07-14,6254.80,6229.50,6313.50,6192.50,243.71K,0.40%
2018-07-15,6362.90,6254.80,6399.60,6238.50,180.67K,1.73%
2018-07-16,6729.90,6362.80,6749.20,6344.10,312.12K,5.77%
2018-07-17,7322.00,6729.80,7453.20,6666.00,337.75K,8.80%
2018-07-18,7383.60,7321.60,7581.20,7249.30,333.32K,0.84%
2018-07-19,7477.50,7383.90,7558.40,7288.80,247.25K,1.27%
2018-07-20,7339.40,7477.60,7683.60,7292.00,258.85K,-1.85%
2018-07-21,7408.70,7339.30,7460.80,7223.50,160.77K,0.95%
2018-07-22,7412.30,7409.00,7575.30,7343.70,204.16K,0.05%
2018-07-23,7723.00,7412.40,7809.60,7379.20,272.15K,4.19%
2018-07-24,8407.00,7723.10,8479.80,7701.90,345.32K,8.86%
2018-07-25,8173.70,8404.90,8484.60,8062.10,269.23K,-2.78%
2018-07-26,7937.00,8173.90,8304.30,7861.00,235.45K,-2.90%
2018-07-27,8187.40,7936.90,8273.80,7808.30,243.22K,3.15%
2018-07-28,8234.10,8186.80,8234.10,8077.40,147.14K,0.57%
2018-07-29,8215.60,8231.50,8275.40,8113.30,155.24K,-0.22%
2018-07-30,8177.10,8214.70,8262.00,7874.40,242.21K,-0.47%
2018-07-31,7729.40,8176.40,8176.50,7649.80,266.94K,-5.48%
2018-08-01,7606.40,7728.50,7753.20,7449.20,237.69K,-1.59%
2018-08-02,7535.60,7606.40,7701.40,7470.60,216.34K,-0.93%
2018-08-03,7419.00,7535.60,7535.60,7293.50,226.46K,-1.55%
2018-08-04,7014.30,7418.90,7484.20,6949.70,222.57K,-5.46%
2018-08-05,7027.10,7014.00,7087.60,6887.90,177.64K,0.18%
2018-08-06,6943.60,7027.80,7143.60,6852.50,168.87K,-1.19%
2018-08-07,6724.90,6943.60,7149.70,6689.90,232.48K,-3.15%
2018-08-08,6283.60,6725.20,6725.20,6138.80,311.54K,-6.56%
2018-08-09,6538.80,6283.70,6620.20,6197.00,237.66K,4.06%
2018-08-10,6152.30,6539.50,6570.20,6043.40,298.82K,-5.91%
2018-08-11,6231.60,6152.80,6469.60,6009.80,247.34K,1.29%
2018-08-12,6313.00,6232.10,6453.00,6169.80,216.33K,1.31%
2018-08-13,6255.30,6313.00,6524.10,6159.60,234.09K,-0.91%
2018-08-14,6190.20,6255.30,6255.30,5898.30,3.66M,-1.04%
2018-08-15,6256.90,6190.20,6592.80,6177.90,3.74M,1.08%
2018-08-16,6306.70,6256.90,6470.90,6249.80,3.50M,0.80%
2018-08-17,6581.70,6306.70,6581.70,6291.80,3.20M,4.36%
2018-08-18,6379.10,6581.80,6626.40,6295.50,3.15M,-3.08%
2018-08-19,6481.50,6379.10,6534.80,6316.00,2.71M,1.61%
2018-08-20,6268.10,6474.20,6516.40,6255.90,3.10M,-3.29%
2018-08-21,6482.20,6268.10,6484.10,6257.40,1.46M,3.41%
2018-08-22,6359.60,6482.20,6840.80,6304.80,3.63M,-1.89%
2018-08-23,6521.20,6359.90,6550.20,6359.20,2.76M,2.54%
2018-08-24,6680.40,6521.20,6721.20,6472.80,3.70M,2.44%
2018-08-25,6734.80,6680.60,6783.40,6655.30,3.59M,0.81%
2018-08-26,6712.70,6734.90,6892.70,6573.10,3.37M,-0.33%
2018-08-27,6897.60,6712.70,6902.90,6650.40,3.26M,2.75%
2018-08-28,7074.60,6897.60,7129.70,6861.20,3.79M,2.57%
2018-08-29,7029.10,7074.60,7121.40,6926.70,4.11M,-0.64%
2018-08-30,6993.70,7029.20,7050.20,6798.00,3.74M,-0.50%
2018-08-31,7033.80,6993.70,7080.20,6698.00,4.21M,0.57%
2018-09-01,7189.60,7032.40,7264.30,7020.40,3.52M,2.21%
2018-09-02,7293.90,7189.60,7334.80,7117.30,3.90M,1.45%
2018-09-03,7264.20,7289.80,7330.70,7182.80,3.87M,-0.41%
2018-09-04,7377.50,7264.20,7409.90,7234.50,3.92M,1.56%
2018-09-05,6706.80,7377.50,7407.50,6691.80,4.55M,-9.09%
2018-09-06,6514.00,6706.80,6732.90,6337.80,4.02M,-2.87%
2018-09-07,6390.90,6514.10,6540.60,6316.20,3.30M,-1.89%
2018-09-08,6184.30,6390.90,6484.30,6132.30,3.46M,-3.23%
2018-09-09,6238.50,6184.30,6432.60,6148.80,2.84M,0.88%
2018-09-10,6321.00,6238.50,6358.50,6237.30,3.11M,1.32%
2018-09-11,6293.90,6320.70,6391.80,6189.60,3.30M,-0.43%
2018-09-12,6338.00,6293.90,6353.50,6204.50,3.04M,0.70%
2018-09-13,6482.90,6338.00,6867.30,6337.80,3.53M,2.29%
2018-09-14,6483.70,6482.90,6579.40,6412.10,3.20M,0.01%
2018-09-15,6519.00,6482.60,6562.90,6470.30,3.16M,0.54%
2018-09-16,6500.20,6519.00,6520.80,6406.20,3.34M,-0.29%
2018-09-17,6251.90,6500.20,6533.50,6215.90,3.26M,-3.82%
2018-09-18,6342.00,6251.90,6388.80,6228.80,2.82M,1.44%
2018-09-19,6390.40,6342.00,6478.70,6144.50,3.54M,0.76%
2018-09-20,6489.20,6390.40,6537.50,6346.40,5.18M,1.55%
2018-09-21,6766.70,6490.90,6780.50,6489.80,7.73M,4.28%
2018-09-22,6729.60,6766.70,6833.30,6635.50,7.31M,-0.55%
2018-09-23,6704.10,6729.60,6789.40,6666.40,7.34M,-0.38%
2018-09-24,6584.10,6713.30,6728.10,6559.10,7.57M,-1.79%
2018-09-25,6445.10,6590.60,6590.60,5977.00,7.34M,-2.11%
2018-09-26,6468.10,6443.00,6551.90,6384.10,8.64M,0.36%
2018-09-27,6689.20,6463.70,6738.30,6428.80,9.34M,3.42%
2018-09-28,6636.00,6685.70,6809.20,6538.60,9.57M,-0.79%
2018-09-29,6603.90,6633.90,6648.40,6464.40,9.42M,-0.48%
2018-09-30,6635.20,6603.90,6673.90,6533.50,9.34M,0.47%
2018-10-01,6608.20,6635.20,6674.70,6072.70,9.19M,-0.41%
2018-10-02,6549.90,6608.20,6645.70,6034.90,9.34M,-0.88%
2018-10-03,6507.80,6549.90,6563.50,6429.60,9.21M,-0.64%
2018-10-04,6584.20,6509.20,6653.00,6487.80,9.31M,1.17%
2018-10-05,6639.10,6584.20,6682.30,6537.60,9.34M,0.83%
2018-10-06,6596.30,6639.10,6661.50,6550.40,9.18M,-0.65%
2018-10-07,6611.00,6596.30,6633.90,6523.80,77.06K,0.22%
2018-10-08,6669.60,6611.00,6699.50,6589.90,119.68K,0.89%
2018-10-09,6650.80,6669.60,6678.90,6613.30,80.79K,-0.28%
2018-10-10,6618.00,6650.60,6653.50,6526.00,101.93K,-0.49%
2018-10-11,6239.10,6618.00,6622.50,6206.20,245.28K,-5.72%
2018-10-12,6291.30,6239.20,6344.80,6206.80,147.40K,0.84%
2018-10-13,6321.70,6291.30,6329.30,6282.80,94.45K,0.48%
2018-10-14,6326.80,6321.60,6390.90,6300.00,99.38K,0.08%
2018-10-15,6699.80,6326.80,7358.40,6300.20,443.33K,5.90%
2018-10-16,6705.30,6712.40,6836.70,6645.40,155.85K,0.08%
2018-10-17,6686.60,6718.90,6745.90,6637.80,136.71K,-0.28%
2018-10-18,6574.10,6690.10,6736.30,6530.60,134.15K,-1.68%
2018-10-19,6512.00,6576.40,6603.20,6506.90,121.44K,-0.94%
2018-10-20,6572.20,6511.70,6593.70,6495.90,97.77K,0.92%
2018-10-21,6583.00,6575.90,6643.10,6568.00,92.94K,0.16%
2018-10-22,6555.80,6583.00,6612.70,6529.50,101.57K,-0.41%
2018-10-23,6528.70,6558.60,6573.60,6500.50,108.86K,-0.41%
2018-10-24,6530.70,6531.20,6593.80,6522.60,98.74K,0.03%
2018-10-25,6507.00,6532.50,6544.80,6491.50,97.43K,-0.36%
2018-10-26,6510.00,6507.00,6570.50,6498.50,97.17K,0.05%
2018-10-27,6494.20,6510.00,6534.00,6473.70,76.72K,-0.24%
2018-10-28,6486.10,6494.60,6502.20,6461.20,93.97K,-0.12%
2018-10-29,6335.00,6486.10,6498.40,6310.50,160.52K,-2.33%
2018-10-30,6325.70,6336.70,6469.90,6316.50,128.21K,-0.15%
2018-10-31,6365.90,6327.90,6405.70,6257.80,129.06K,0.64%
2018-11-01,6400.50,6365.90,6421.80,6354.20,124.16K,0.54%
2018-11-02,6424.70,6400.50,6444.30,6390.90,135.87K,0.38%
2018-11-03,6386.20,6424.50,6429.50,6346.20,112.84K,-0.60%
2018-11-04,6478.20,6386.20,6508.90,6359.70,128.76K,1.44%
2018-11-05,6459.70,6478.20,6489.20,6431.70,128.51K,-0.29%
2018-11-06,6502.80,6460.40,6509.60,6441.60,154.87K,0.67%
2018-11-07,6565.30,6503.10,6594.30,6502.00,170.76K,0.96%
2018-11-08,6474.00,6565.30,6577.30,6466.30,159.30K,-1.39%
2018-11-09,6412.00,6473.80,6496.10,6390.00,151.60K,-0.96%
2018-11-10,6427.10,6411.90,6461.70,6411.70,115.87K,0.24%
2018-11-11,6446.10,6427.10,6451.70,6359.00,127.40K,0.30%
2018-11-12,6435.00,6445.00,6475.90,6409.40,130.16K,-0.17%
2018-11-13,6429.20,6435.00,6466.80,6386.70,137.60K,-0.09%
2018-11-14,5842.40,6428.90,6453.30,5619.20,438.21K,-9.13%
2018-11-15,5718.90,5854.00,5878.50,5384.10,375.86K,-2.11%
2018-11-16,5636.20,5723.50,5747.70,5539.70,224.12K,-1.45%
2018-11-17,5621.80,5636.20,5645.50,5561.40,156.51K,-0.26%
2018-11-18,5658.30,5621.00,5727.90,5615.50,158.68K,0.65%
2018-11-19,4883.80,5660.40,5662.50,4831.10,478.26K,-13.69%
2018-11-20,4524.60,4883.60,5013.40,4272.30,714.08K,-7.36%
2018-11-21,4638.70,4523.00,4743.70,4393.00,412.74K,2.52%
2018-11-22,4356.00,4646.40,4695.70,4346.70,261.85K,-6.09%
2018-11-23,4398.00,4360.90,4455.60,4223.70,348.99K,0.96%
2018-11-24,3920.40,4397.30,4494.60,3821.50,382.72K,-10.86%
2018-11-25,4062.20,3920.30,4198.40,3634.20,619.95K,3.62%
2018-11-26,3837.00,4061.00,4179.00,3679.80,571.04K,-5.54%
2018-11-27,3866.50,3840.30,3920.60,3687.80,457.27K,0.77%
2018-11-28,4265.40,3866.40,4391.80,3866.40,533.04K,10.32%
2018-11-29,4296.50,4265.50,4440.10,4140.60,414.46K,0.73%
2018-11-30,4039.70,4296.80,4340.60,3954.50,444.52K,-5.98%
2018-12-01,4196.20,4038.70,4299.10,3967.10,316.30K,3.87%
2018-12-02,4160.40,4196.20,4316.10,4105.30,298.63K,-0.85%
2018-12-03,3897.80,4160.30,4177.00,3839.90,355.10K,-6.31%
2018-12-04,3958.50,3899.90,4082.90,3809.30,326.71K,1.56%
2018-12-05,3771.60,3958.10,3974.10,3765.20,341.60K,-4.72%
2018-12-06,3508.60,3771.40,3887.20,3505.70,467.54K,-6.97%
2018-12-07,3422.20,3508.90,3626.60,3251.80,639.33K,-2.46%
2018-12-08,3430.40,3422.30,3507.70,3302.90,424.40K,0.24%
2018-12-09,3567.50,3430.30,3677.60,3424.20,327.93K,4.00%
2018-12-10,3460.50,3566.90,3622.40,3412.70,394.49K,-3.00%
2018-12-11,3407.70,3460.40,3485.90,3349.90,418.53K,-1.53%
2018-12-12,3466.10,3390.20,3510.20,3379.40,391.17K,1.72%
2018-12-13,3315.30,3466.20,3474.40,3284.80,435.89K,-4.35%
2018-12-14,3247.80,3315.40,3336.60,3199.10,445.56K,-2.04%
2018-12-15,3228.70,3247.80,3282.30,3177.00,332.95K,-0.59%
2018-12-16,3247.90,3228.60,3305.00,3225.90,335.69K,0.60%
2018-12-17,3526.10,3248.30,3597.40,3243.10,534.78K,8.57%
2018-12-18,3668.00,3526.00,3683.10,3456.90,698.53K,4.02%
2018-12-19,3687.10,3668.10,3924.70,3647.50,792.40K,0.52%
2018-12-20,4076.00,3687.20,4140.30,3665.80,958.58K,10.55%
2018-12-21,3850.90,4075.20,4153.10,3786.90,748.76K,-5.52%
2018-12-22,3964.40,3850.90,3977.20,3803.70,554.59K,2.95%
2018-12-23,3944.40,3964.30,4037.10,3904.60,572.21K,-0.50%
2018-12-24,4026.10,3944.50,4208.20,3941.90,716.29K,2.07%
2018-12-25,3762.50,4025.60,4030.70,3676.50,670.94K,-6.55%
2018-12-26,3793.70,3762.80,3841.90,3680.30,567.11K,0.83%
2018-12-27,3586.90,3793.40,3822.60,3560.80,543.44K,-5.45%
2018-12-28,3861.60,3587.10,3900.30,3565.50,565.24K,7.66%
2018-12-29,3706.80,3861.60,3899.60,3696.00,505.41K,-4.01%
2018-12-30,3815.00,3708.20,3837.70,3682.50,519.17K,2.92%
2018-12-31,3709.40,3815.10,3819.60,3658.80,545.83K,-2.77%
2019-01-01,3809.40,3709.50,3814.30,3664.40,469.11K,2.69%
2019-01-02,3873.80,3809.70,3894.80,3768.10,554.47K,1.69%
2019-01-03,3780.10,3874.10,3875.80,3753.00,450.32K,-2.42%
2019-01-04,3802.70,3780.50,3823.90,3720.00,488.70K,0.60%
2019-01-05,3785.40,3802.80,3846.70,3769.00,468.45K,-0.46%
2019-01-06,4004.10,3785.70,4034.10,3758.50,529.89K,5.78%
2019-01-07,3985.90,4004.30,4028.00,3945.50,500.88K,-0.45%
2019-01-08,3971.00,3985.80,4070.50,3943.10,514.08K,-0.37%
2019-01-09,3978.00,3971.00,4014.20,3957.50,473.42K,0.17%
2019-01-10,3603.70,3978.90,4007.70,3562.10,697.31K,-9.41%
2019-01-11,3616.50,3603.30,3655.70,3563.10,551.64K,0.35%
2019-01-12,3597.20,3616.60,3633.90,3561.30,435.06K,-0.53%
2019-01-13,3490.20,3597.30,3617.60,3473.20,452.79K,-2.98%
2019-01-14,3638.10,3490.40,3672.00,3490.40,539.93K,4.24%
2019-01-15,3571.30,3637.50,3660.80,3545.70,544.85K,-1.84%
2019-01-16,3588.00,3570.60,3644.10,3561.40,487.34K,0.47%
2019-01-17,3626.40,3588.10,3636.70,3554.80,525.10K,1.07%
2019-01-18,3605.60,3626.30,3627.90,3575.70,488.16K,-0.57%
2019-01-19,3677.80,3605.80,3715.20,3604.10,537.06K,2.00%
2019-01-20,3542.30,3676.20,3699.10,3503.90,563.31K,-3.68%
2019-01-21,3536.70,3542.70,3561.40,3505.40,394.17K,-0.16%
2019-01-22,3580.10,3536.90,3607.90,3465.20,447.70K,1.23%
2019-01-23,3561.50,3580.10,3608.30,3532.80,445.87K,-0.52%
2019-01-24,3574.30,3561.40,3587.00,3539.70,428.60K,0.36%
2019-01-25,3572.00,3574.30,3582.60,3542.20,448.89K,-0.06%
2019-01-26,3570.90,3572.00,3652.50,3556.10,432.55K,-0.03%
2019-01-27,3555.60,3570.90,3583.20,3509.20,464.02K,-0.43%
2019-01-28,3442.80,3555.80,3561.20,3395.70,620.85K,-3.17%
2019-01-29,3414.80,3442.80,3450.10,3368.20,585.46K,-0.81%
2019-01-30,3460.00,3414.60,3479.00,3394.20,600.25K,1.32%
2019-01-31,3437.20,3460.00,3484.70,3427.00,477.07K,-0.66%
2019-02-01,3467.90,3437.70,3485.70,3415.30,481.58K,0.90%
2019-02-02,3502.50,3467.90,3514.50,3447.80,443.60K,1.00%
2019-02-03,3459.10,3502.30,3507.80,3431.30,451.66K,-1.24%
2019-02-04,3462.80,3459.00,3479.70,3437.10,503.92K,0.11%
2019-02-05,3468.40,3463.00,3485.90,3450.30,460.95K,0.16%
2019-02-06,3404.30,3468.50,3478.00,3383.90,514.21K,-1.85%
